category,n_pairs,verdict,net_now,t_net,net_pct,qty_pct,elasticity,significant_bh,net_later,t_cann,halo_eff,t_halo,basket_total,t_basket,visit28_diff,t_visit,spend28_diff,t_spend,quadrant,action,confidence,confidence_rank,net_now_ci_low,net_now_ci_high,basket_total_ci_low,basket_total_ci_high,spend28_ci_low,spend28_ci_high
SEAFOOD - FROZEN,174,확대,1.0463044525499214,2.9258596974237703,14.26000428990918,23.696148724307204,1.4573693287580078,True,-0.0692305698292484,-0.1333054803393916,-1.3367872158292415,-0.4858474848976983,-0.2904827632793203,-0.1031648254902182,-0.1767474644471011,-1.1662225926293874,1.0230798620233523,0.1348139956334992,Q3 방문감소·지출증가,확대 — 관찰 병행,중,2,0.3453970478635161,1.7472118572363269,-5.809284480066517,5.228318953507876,-13.851017742925169,15.897177466971872
SOUP,181,확대,0.9090659932235532,5.077871837237937,25.14457663086941,54.449069266902015,2.6581044576981867,True,-0.438199444360457,-1.2231042591553805,1.1694854894007674,0.4858879565226826,2.0785514826243205,0.8559435020000048,-0.2216397122079854,-2.5578239276917096,-6.674432164955494,-1.642576852209908,Q4 약화,확대,중,2,0.5581769980244656,1.2599549884226406,-2.6810627868039965,6.838165752052637,-14.638678724081489,1.2898143941705005
MEAT - MISC,151,확대,0.8208115186514027,3.1286207731103635,10.611092726897006,20.537712997083535,1.6140688483387085,True,-0.7432034219894942,-1.5433723815839406,-1.046135732264312,-0.3141661951052708,-0.2253242136129095,-0.0655050895981564,-0.3831041582134018,-1.8980025621993029,-11.108191398424172,-1.341733085900553,Q4 약화,확대 — 관찰 병행,중,2,0.3065943305588532,1.3350287067439521,-6.967326421235752,6.5166779940099335,-27.335006828184756,5.118624031336413
FROZEN MEAT,154,확대,0.6297334356310116,2.683736625780224,9.590475893857173,21.662808861075614,1.6429040275942626,True,-0.1118837709651237,-0.2204569426310986,2.7530989045947782,0.9325054729524428,3.38283234022579,1.1355230535927454,-0.2619249639249639,-0.962813480383894,-11.708699206349204,-0.7460419554001633,Q4 약화,확대,중,2,0.16982335280835392,1.0896435184536692,-2.4561960844851005,9.22186076493668,-42.46977139314731,19.052372980448908
FRZN MEAT/MEAT DINNERS,645,확대,0.6098406291380016,4.3842734585115775,8.91841746005541,27.73217532999875,1.9428160124386529,True,0.1298244794750324,0.4350180837838053,-0.5550928587999416,-0.4215731209339314,0.05474777033806,0.0405567139399276,0.0063058234757261,0.0656993784000861,0.8494034485001464,0.2055890938961641,Q1 강화,확대,중,2,0.3372099083534744,0.8824713499225288,-2.5910689006461363,2.700564441322256,-7.248451975198229,8.947258872198521
COOKIES/CONES,213,확대,0.5667451466219148,4.522593278848404,17.694124088634503,23.75707886666389,1.492550478513969,True,0.2144804339990568,0.9330062118883216,4.045363434749344,1.3468576059407538,4.612108581371259,1.507795776220257,0.1036055291141164,1.1282603203639627,4.695611367640916,1.1030502815060057,Q1 강화,확대,중,2,0.32112931984082443,0.8123609734030051,-1.3832211324103199,10.607438295152837,-3.6479777097406725,13.039200445022505
MEAT - SHELF STABLE,161,확대,0.5532821410552219,2.5032416151473833,13.889846151454927,28.501475519751747,6.256678905307346,True,-0.1604900432308044,-0.3459111892655009,4.787658560063318,1.6733857666400145,5.34094070111854,1.8283540591871383,-0.2775042614539855,-1.3870977420181705,-18.303273290153182,-1.799262602737968,Q4 약화,확대,중,2,0.12007066442179803,0.9864936176886457,-0.3845607254740644,11.066442127711145,-38.241672273219656,1.6351256929132916
DRY BN/VEG/POTATO/RICE,104,축소,0.5256598211180227,3.141810777239876,18.88699308744586,40.45858663216322,2.707676628841215,True,-0.8771191110523908,-3.342462059048131,1.764932980907009,0.4694312792904872,2.2905928020250315,0.6017724350828062,0.0010787795306905,0.0067307732615674,-13.482489443484624,-1.8502553583013437,Q2 방문증가·지출감소,할인 깊이 축소 — 관찰 병행,중,2,0.1977300626312779,0.8535895796047674,-5.169971408350076,9.751157012400139,-27.76466903057166,0.7996901436024135
COFFEE,109,축소,0.5101662909763526,2.652557394164785,9.632965379828324,9.23960043852089,0.4834269996939326,True,-0.9698557221464826,-2.124620852161376,-1.6375031381795786,-0.5167463213943109,-1.127336847203226,-0.3546415380105853,0.075944429249018,0.506062709515705,9.55805734332045,1.245703242900452,Q1 강화,할인 깊이 축소,중,2,0.1331995446532257,0.8871330372994795,-7.357797703292711,5.103124008886258,-5.480670780473281,24.59678546711418
LUNCHMEAT,647,확대,0.4031141019236144,5.300924711065589,10.354128865099852,35.613912592207534,1.677456764207805,True,0.1335754940944618,0.7965448617549404,0.8485952050652322,0.6571957711749875,1.2517093069888463,0.957293535886091,-0.0604544287961911,-0.8357803156826051,-1.6068899666327785,-0.5085869450207852,Q4 약화,확대,중,2,0.2540639488209008,0.552164255026328,-1.311088988131016,3.8145076021087085,-7.799546631210612,4.585766697945056
CANNED JUICES,241,축소,0.297412098590827,2.5854745571583533,7.899573781239411,16.15566520510695,1.280217011623076,True,-0.8240973957867432,-2.492571188967649,2.376681592607461,0.9608352585538618,2.674093691198288,1.0697797346077205,0.056379568392724,0.5563922644081128,-8.142075018516085,-1.8877903265670244,Q2 방문증가·지출감소,할인 깊이 축소 — 관찰 병행,중,2,0.07194953829446663,0.5228746588871874,-2.2252547122097823,7.573442094606358,-16.59559171033654,0.311441673304369
REFRGRATD DOUGH PRODUCTS,437,축소,0.174352110652909,2.6871839679017535,5.701577888371548,25.241106921805414,1.3982998679446152,True,-0.4143467636631651,-3.2554482226947683,1.9277980116486813,1.1265676177477228,2.10215012230159,1.2204224132545465,-0.0148222095507671,-0.1398161801961348,-0.8663355417285735,-0.1723350704655696,Q4 약화,할인 깊이 축소,중,2,0.04718175649716566,0.30152246480865236,-1.2739057375081178,5.478205982111298,-10.719336774737888,8.98666569128074
EGGS,565,축소,-0.095136522380655,-4.8936616614218424,-6.82775757023807,17.367656589551245,0.8809152548165372,True,-0.0051811521858303,-0.0730724169120449,-0.6196138048166046,-0.4515040118055906,-0.7147503271972596,-0.519376097109662,0.174997395924375,2.477438459591813,1.6016641798881706,0.5197259998421512,Q1 강화,할인 깊이 축소,중,2,-0.1332404201911763,-0.05703262457013369,-3.4120455032801087,1.9825448488855897,-4.438560464509563,7.641888824285904
REFRGRATD JUICES/DRNKS,738,축소,-0.0998202537433108,-2.5580002787737284,-3.5309807823586663,23.70615104494374,1.2432776658455371,True,-0.2188711754097397,-1.8496413788330104,2.0281059021908576,1.764666725692085,1.9282856484475468,1.667684254045006,-0.0480040968983639,-0.5885823285167426,-5.976591926724477,-1.632530578640989,Q4 약화,할인 깊이 축소,중,2,-0.17630488080155338,-0.023335626685068223,-0.3379945912261648,4.194565888121258,-13.152028840213394,1.1988449867644402
FLUID MILK PRODUCTS,1704,축소,-0.1072330416108873,-3.9227378491852942,-3.835156552008344,54.041970745030795,1.783854275061505,True,-0.0263469421593719,-0.429646395852909,1.5698740757054752,2.8166176853838647,1.462641034094588,2.5995698634731847,0.0685389920155058,2.0478065665941605,1.4715288223772245,1.079185125491541,Q1 강화,축소 보류 — 실험,중,2,-0.1608121411168587,-0.053653942104915905,0.35985227388207996,2.5654297943070956,-1.2010399739594402,4.144097618713889
MILK BY-PRODUCTS,637,축소,-0.1519785746588982,-4.765669513618733,-7.250659253203419,16.13487580607935,1.2180443850394314,True,0.065297224938144,0.8520176824644168,5.278241923618271,4.066623674200999,5.126263348959373,3.941763167996576,0.091874551921077,0.862358501608563,-4.90134706399645,-0.9812731622921512,Q2 방문증가·지출감소,축소 보류 — 실험,중,2,-0.21448353969690637,-0.08947360962089,2.5772831754328496,7.675243522485896,-14.691322592312071,4.88862846431917
VEGETABLES - ALL OTHERS,282,축소,-0.2151731122397704,-3.7222031275497143,-11.505338761128987,13.262540931978478,0.4529959889100262,True,-0.0747998759971425,-0.6393045792449892,0.4951923453338019,0.2918699472605641,0.2800192330940316,0.1645897658103216,-0.2031275297871373,-1.8751105801338512,-4.891079545301772,-0.9790642675634648,Q4 약화,할인 깊이 축소,중,2,-0.32847678899735144,-0.10186943548218937,-3.054560497074609,3.614598963262672,-14.682587852155649,4.900428761552106
BREAKFAST SAUSAGE/SANDWICHES,302,축소,-0.2398378606317122,-2.459033551150126,-5.571604222375208,22.75674627510544,1.2147621036813352,True,-0.0392287444821858,-0.1742580026749714,1.70157917144202,0.6729678199746594,1.461741310810308,0.5736948089546594,-0.0203176066680206,-0.1817789533105701,-5.891631670700835,-1.106009196643103,Q4 약화,할인 깊이 축소,중,2,-0.43100329089527717,-0.048672430368147224,-3.532225733110832,6.455708354731448,-16.33241110510541,4.549147763703741
BERRIES,347,축소,-0.242353713386005,-4.043787361884337,-6.6037962085440025,15.368526375401768,0.883398989798865,True,0.1221589216642335,0.5443251427174006,0.4766991702103499,0.2551146278913354,0.2343454568243449,0.1252425223908929,0.0112667530036008,0.1031521001904847,-0.8705293233743308,-0.1650869128202947,Q2 방문증가·지출감소,할인 깊이 축소 — 관찰 병행,중,2,-0.3598211358113082,-0.1248862909607018,-3.433075851907741,3.9017667655564305,-11.205918390047428,9.464859743298765
TROPICAL FRUIT,940,축소,-0.2698768986063981,-14.03581033893232,-20.998081247127715,7.27882050434118,0.2507195539881477,True,-0.0718908948735066,-1.288494679520138,-0.2161445937008572,-0.2330847474804343,-0.4860214923072553,-0.5224096516527301,-0.0046011583054668,-0.0716904968093772,-1.2594208945655774,-0.4373475799950997,Q4 약화,할인 깊이 축소,중,2,-0.3075632671519549,-0.23219053006084125,-2.309498761359434,1.3374557767449236,-6.903592867293058,4.384751078161903
ICE CREAM/MILK/SHERBTS,672,축소,-0.3020570120866084,-5.282688801818173,-7.412891862541329,17.075167883235462,0.772394440498631,True,0.0662011907183987,0.4689919720406303,0.1790052234761946,0.1376728886390777,-0.1230517886104138,-0.0941808922703456,-0.0509405358520335,-0.5456409379449523,-0.5194698386176222,-0.128728609752881,Q4 약화,할인 깊이 축소,중,2,-0.4141271653551465,-0.18998685881807031,-2.6838844571319775,2.4377808799111502,-8.428829581141779,7.389889903906534
BROCCOLI/CAULIFLOWER,180,축소,-0.308098519940185,-5.5304723674785174,-13.4332881353115,13.324314959708264,0.6214114743364032,True,-0.0430678363811965,-0.3691887450967895,0.1506249202732672,0.0586537838344708,-0.1574735996669178,-0.061188671352698,0.0230947862577952,0.1113422736956375,3.982585738371735,0.381120898274779,Q1 강화,할인 깊이 축소,중,2,-0.41728866844066176,-0.19890837143970824,-5.201679471830369,4.886732272496534,-16.498757799973824,24.463929276717295
APPLES,432,축소,-0.3098839167109344,-6.445898853380854,-10.379852866842066,2.562338110915414,0.1041731399147651,True,0.4704772434403779,2.9079965927500924,3.064509480761001,1.9164028823687824,2.7546255640500665,1.7146917872927168,-0.1954605800666121,-2.225709915272075,-7.129252338084447,-1.5936925868760927,Q4 약화,할인 깊이 축소,중,2,-0.40411010464357106,-0.21565772877829775,-0.39408381074817544,5.9033349388483085,-15.89715067538902,1.6386459992201257
SALAD MIX,639,축소,-0.3117664754462932,-8.715701953686473,-10.587301444970644,14.40249655239032,0.6254993798460678,True,0.1031945531428758,0.8094856193695017,1.9560278578813424,1.5271016348548443,1.6442613824350494,1.2796619283551829,-0.0669123827839284,-0.7975126279945662,-5.232542408794197,-1.394626723478303,Q4 약화,할인 깊이 축소,중,2,-0.3818769834836033,-0.24165596740898312,-0.8741790260524256,4.162701790922524,-12.586326004492076,2.1212411869036822
CARROTS,136,축소,-0.3785344449978332,-7.882582595751952,-18.450141638421353,11.61643342738985,0.4882045577367878,True,0.1576325264924288,1.0319690439731866,-2.312882484929965,-0.8325705546327421,-2.6914169299277986,-0.968958863124328,0.0095342429742792,0.0763976371093708,-7.348850653014875,-1.2369662615327246,Q2 방문증가·지출감소,할인 깊이 축소,중,2,-0.4726568348597027,-0.2844120551359636,-8.13558735182694,2.7527534919713426,-18.993264674510883,4.295563368481131
COOKIES,115,축소,-0.3912873339263749,-2.188872093950783,-9.059798995116624,8.921327114825635,0.5168881908245018,True,0.7931374507787313,1.862930796893578,-2.1995391574623175,-0.5425321963165303,-2.5908264913886923,-0.6378675982087123,-0.0400944742410185,-0.1680372967950044,-4.631456312766232,-0.3412895648134255,Q4 약화,할인 깊이 축소,중,2,-0.7416610157030219,-0.040913652149727864,-10.551757470454183,5.370104487676798,-31.229557482323944,21.96664485679148
ONIONS,160,축소,-0.4380629670792642,-9.370044089177204,-24.751178137994017,3.504424232957182,0.122775136620606,True,-0.0947286957167972,-0.7201984161394853,6.496207201306771,2.202605644507768,6.058144234227507,2.0488041548831,0.2871915524453649,1.5356324066851683,-0.9998641664706168,-0.1185991938692409,Q2 방문증가·지출감소,축소 보류 — 실험,중,2,-0.5296957712906212,-0.3464301628679072,0.2625865325381458,11.853701935916868,-17.523869957294735,15.524141624353502
POTATOES,339,축소,-0.4697710614789747,-8.639940900178965,-14.854362913677916,17.124582329006852,0.6190067149860982,True,0.3262850513265829,2.0095409537330884,1.5872492057656702,0.7861704759586442,1.1174781442866957,0.5515983009521993,-0.0352498762806558,-0.2706385788903093,-0.5364441086974078,-0.0772612941622033,Q4 약화,할인 깊이 축소,중,2,-0.5763402256823685,-0.3632018972755809,-2.85326860932183,5.088224897895222,-14.145204671774868,13.072316454380053
MUSHROOMS,119,축소,-0.573616883184156,-8.081427850684042,-23.596114924810596,11.47653939516384,0.4619694264737982,True,0.2336796402422186,1.033898320882574,0.222603607272824,0.0913734366707604,-0.3510132759113321,-0.1434884233936628,0.452256476857141,0.6974113204282921,38.870356115125375,1.173499637884364,Q1 강화,할인 깊이 축소,중,2,-0.7127369881722594,-0.43449677819605276,-5.145727751926656,4.443701200103992,-26.05160510762964,103.79231733788039
TOMATOES,429,축소,-0.6981909996280471,-15.547143705282645,-24.74803476635363,7.010054519860611,0.2405185906817136,True,-0.1595422220969774,-1.1261445500541456,-1.049316510922625,-0.7350908607970829,-1.747507510550672,-1.217334071437153,-0.0066484766094498,-0.0787570933607031,6.156630816815613,1.3767088467969966,Q3 방문감소·지출증가,할인 깊이 축소,중,2,-0.7862106632532052,-0.610171336002889,-4.561126878515717,1.066111857414373,-2.6084733147030166,14.921734948334244
MELONS,143,축소,-0.7144172024654093,-7.136027301800442,-22.68267199086022,12.860881235463625,0.5488940815406221,True,-0.3749115235622052,-1.6420745566552393,-1.0762152927379982,-0.3603684862361697,-1.7906324952034074,-0.600938436535636,-0.1569019106720952,-1.0345433078790842,-5.53813804730609,-0.6701618659888998,Q4 약화,할인 깊이 축소,중,2,-0.9106409075623493,-0.5181934973684693,-7.630897449516336,4.049632459109521,-21.735345205165665,10.659069110553483
GRAPES,502,축소,-1.0660764007307804,-19.89532085845411,-29.778336159732927,4.335157218869192,0.1525484494658548,True,-0.0430250093595968,-0.3244988424056531,-0.5977007685314537,-0.3980905605044111,-1.663777169262234,-1.1035817644557326,-0.0480713323151505,-0.5710910872423505,-1.712733860871419,-0.4033913970086153,Q4 약화,할인 깊이 축소,중,2,-1.1711015853105222,-0.9610512161510386,-4.6187038967460365,1.2911495582215684,-10.034573127156728,6.6091054054138905
SEAFOOD-FRESH,105,불확실,0.4915440884721315,1.337476266949115,7.336601824948065,10.313363043358766,0.6430006567867215,False,-0.4849696072924596,-0.8844568404824747,5.810219347644148,1.9235446260733384,6.30176343611628,2.1048831117220046,-0.3486354311705189,-1.3030056418960791,-6.849331239301627,-0.5920779366179252,Q4 약화,소규모 확대 실험,하,3,-0.2287875070955615,1.2118756840398244,0.4337623742030683,12.169764498029492,-29.52318614718058,15.824523668577328
FRUIT - SHELF STABLE,149,불확실,0.229098438338857,1.4209049357280263,6.899860464946533,20.92475985924142,1.87056407998695,False,-0.4547374685223853,-1.204069164000984,-2.1766674960190757,-0.7041037627815674,-1.947569057680219,-0.6196364109996491,0.128891425960497,1.1552075350577806,-2.2073006821261933,-0.3822200501854179,Q2 방문증가·지출감소,보류,하,3,-0.0869205491763701,0.5451174258540841,-8.108012965253286,4.212874849892849,-13.52619757115285,9.111596206900462
FRZN NOVELTIES/WTR ICE,145,불확실,0.1966483490263867,1.159090628255971,4.72046511457035,22.56387442647851,1.869105966575183,False,0.4217388467432433,0.8800176163433786,1.166305457098674,0.3622526482714824,1.3629538061250606,0.4187387534261887,0.343021675367384,2.269116608451744,-4.021199441236466,-0.598304405967637,Q2 방문증가·지출감소,보류,하,3,-0.1358802338952589,0.5291769319480323,-5.016655050584223,7.742562662834345,-17.194344793687367,9.151945911214433
CONVENIENT BRKFST/WHLSM SNACKS,326,불확실,0.1713180781671909,1.805731867894712,4.35892999826909,25.396571881631765,1.6955175500151205,False,-0.0771805681048022,-0.312478402004866,-2.646159261961274,-1.4227125273240682,-2.474841183794083,-1.3177916652142525,-0.0064324176332449,-0.0626988377171389,-6.269488249836026,-1.268104430001887,Q4 약화,보류,하,3,-0.014636126428633905,0.3572722827630157,-6.155763478478468,1.2060811108903016,-15.95969725703926,3.420720757367209
STONE FRUIT,236,불확실,0.1650585096112576,1.562222208259206,5.547103403397126,21.20434609854828,1.4807831930455106,False,0.471718575049771,1.6496511101328837,1.0637275764224614,0.5075411178229696,1.228786086033719,0.5867528891897766,-0.0227686475007667,-0.2045685277379359,-3.0291719140976845,-0.4904646112001886,Q4 약화,보류,하,3,-0.04202770202220735,0.37214472124472253,-2.8758732569339482,5.333445429001387,-15.134381578670482,9.076037750475113
FRZN BREAKFAST FOODS,126,불확실,0.1620832227041477,1.168034806047872,4.413151830307043,15.585639250434546,1.922943222358288,False,-0.1417116003747116,-0.4089720267880669,-0.166650724207849,-0.0452112726917547,-0.0045675015037013,-0.0012335596255074,0.3311401678490286,1.009892418740718,12.234221348974517,0.5703633578941381,Q1 강화,보류,하,3,-0.10989764195435736,0.4340640873626528,-7.26185994374961,7.252724940742207,-29.807528900417687,54.275971598366716
DINNER MXS:DRY,139,불확실,0.1612603357655484,1.1318380435197477,4.744897336709017,41.21330020047457,1.6844983819932595,False,0.0605249954147471,0.1479732163102332,-2.3217564069914163,-0.7032057837390387,-2.1604960712258676,-0.6493247695864212,-0.0137549940872378,-0.1132463218588119,0.9971609610293748,0.1848521561552226,Q3 방문감소·지출증가,보류,하,3,-0.117993626327448,0.4405142978585448,-8.681997325982952,4.361005183531217,-9.575804614640791,11.57012653669954
BATH TISSUES,144,불확실,0.1332922490683157,0.805675979973703,2.6894944803052865,-1.8939141171800893,-0.1258066061753249,False,-0.2182061692410766,-0.6066755290422562,4.974159157878882,1.5287499903761623,5.107451406947197,1.5664912628655607,-0.1616216381895861,-1.0661974132944625,-9.49105480244278,-1.3962055677416718,Q4 약화,보류,하,3,-0.1909731065681102,0.4575576047047416,-1.2830117861281636,11.497914600022558,-22.814642562429217,3.8325329575436555
CITRUS,159,불확실,0.10359349369004,0.8419224013939015,3.585565704512059,32.4965916663885,1.5463402866013287,False,2.167080613974835,5.7610925560696336,3.055414335372232,1.0743375429605582,3.159007829062272,1.1052770994374994,0.0845559571269205,0.3825161190598185,9.171161437920231,0.8449683556579608,Q1 강화,보류,하,3,-0.13757273172018358,0.3447597191002636,-2.442895393318005,8.760911051442548,-12.102388391441712,30.444711267282173
CHEESES,244,불확실,0.081406378392076,0.7074152988786235,2.0124899962459075,11.16103473117613,1.232312017462143,False,0.2834120624596711,1.0544635137450882,3.4731226031134383,1.3365250221760607,3.554528981505514,1.3578989209788754,0.2829997439455518,1.397381793126819,11.382434180148106,1.0109916244859571,Q1 강화,보류,하,3,-0.14414218113355742,0.3069549379177094,-1.5761009174626355,8.685158880473663,-10.684584430845511,33.449452791141724
DINNER SAUSAGE,317,불확실,0.0695127274180717,0.6904234517388317,1.6302925545724571,24.538896229365303,2.0932719810249156,False,0.0500270305874232,0.2257350782074905,1.1848274954017213,0.4969896710197166,1.254340222819793,0.5217038296663531,-0.0699175475977322,-0.5041082569929389,-5.225988335910114,-0.8028886758634601,Q4 약화,보류,하,3,-0.12782261134582396,0.2668480661819674,-3.4581167248301616,5.966797170469747,-17.983594024355202,7.531617352534973
FRZN VEGETABLE/VEG DSH,419,불확실,0.0573664512243893,0.7022200255744532,1.7754094632085249,28.414458559131123,2.032391183594993,False,0.1431893576324172,0.921731450143629,-0.1363928750477061,-0.0846796517034089,-0.0790264238233169,-0.0486455057322593,0.1131817449087925,0.7460242155899471,13.314794051234298,1.6532428495252385,Q1 강화,보류,하,3,-0.10275180274853404,0.21748470519731264,-3.263118938889606,3.1050660912429726,-2.470543443443809,29.100131545912404
PORK,618,불확실,0.001473575566929,0.0099722189837953,0.0198110459659928,14.792160478910226,0.8058670896653569,False,0.1086154224506641,0.4696625847888476,2.0674924511523045,1.5106419049347095,2.0689660267192336,1.4830146316031363,0.0246825169160656,0.2964026217280586,-2.7259110724706694,-0.6131714761990829,Q2 방문증가·지출감소,보류,하,3,-0.28815184439969355,0.29109899553355156,-0.6654462480848675,4.803378301523335,-11.439274151851471,5.987452006910132
CANDY - CHECKLANE,338,불확실,-0.0293219102265854,-0.793207432683998,-2.41877261533753,41.12798592105936,1.7966956986244276,False,-0.0154408527098152,-0.1533794517164453,-4.0629072772304315,-2.6369807733746033,-4.092229187457017,-2.6457516355161768,-0.0133578759668244,-0.2189542236592341,-1.5899353221281385,-0.5986766619100156,Q4 약화,현행 유지·관찰,하,3,-0.1017757749737189,0.043131954520548105,-7.123794622302124,-1.0606637526119096,-6.795204592904463,3.615333948648187
HOT DOGS,260,불확실,-0.0380575496221774,-0.3014614131216625,-1.1949766608421597,19.518078606290995,1.160849032105906,False,-0.181900645420351,-1.1278057708284777,-0.1025851171859693,-0.0386495648929389,-0.1406426668081468,-0.0526632338355439,0.166713229469387,1.5231847813195896,4.549468982229162,0.8998754856872075,Q1 강화,보류,하,3,-0.2854948467775645,0.20937974753320965,-5.3750273953417995,5.093742061725505,-5.359634384843392,14.458572349301715
CHICKEN/POULTRY,213,불확실,-0.0574410106490655,-0.2579533441225918,-1.0006293879674222,8.41772498622337,0.8418420438295313,False,0.5191463071646347,1.2216201926028618,0.64167115447369,0.2694823635058921,0.5842301438246245,0.2421756774175234,-0.2735580617848717,-0.7823457869966087,3.520310441563225,0.2734586282099858,Q3 방문감소·지출증가,보류,하,3,-0.4938935065650048,0.37901148526687384,-4.144118689993512,5.312578977642762,-21.71132518328031,28.75194606640676
